business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
Navarro Discount Pharmacies;681;5;Drugstores;1.5;629 71st St Miami Beach, FL 33141;25.8560161;-80.1244479;1;https://www.yelp.com/biz/navarro-discount-pharmacies-miami-beach
CVS Pharmacy;682;7;Drugstores;2.0;12401 Miramar Pkwy Miramar, FL 33027;25.9795434;-80.3122863;2;https://www.yelp.com/biz/cvs-pharmacy-miramar-2
Complete Pharmacy & Medical Solutions;683;1;Drugstores;1.0;6157 NW 167th St Hialeah, FL 33015;25.9262836;-80.301935;0;https://www.yelp.com/biz/complete-pharmacy-and-medical-solutions-hialeah
Walgreens;684;;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;0;11398 Quail Roost Dr Miami, FL 33157;25.5924796;-80.3776875;1;https://www.yelp.com/biz/walgreens-miami-31
Santos Suarez Pharmacy;685;;Drugstores;0;11300 NW 87th Ct Hialeah Gardens, FL 33018;25.8766375;-80.3409986;0;https://www.yelp.com/biz/santos-suarez-pharmacy-hialeah-gardens
Martha Farmacia & Discount;686;;Drugstores;0;6871 West 4th Avenue Hialeah, FL 33014;25.885695;-80.290894;0;https://www.yelp.com/biz/martha-farmacia-and-discount-hialeah
CVS Pharmacy;687;8;Drugstores;2.0;1200 W 68th St Hialeah, FL 33012;25.884188;-80.308131;2;https://www.yelp.com/biz/cvs-pharmacy-hialeah-8
Sedano’s Pharmacy and Discount;688;;Drugstores;0;1700 W 68th St Hialeah, FL 33014;25.883504;-80.318236;0;https://www.yelp.com/biz/sedanos-pharmacy-and-discount-hialeah-4
Tech Pharmaceuticals;689;;Drugstores;0;1800 W 68th St Hialeah, FL 33014;25.8831123;-80.3205754;0;https://www.yelp.com/biz/tech-pharmaceuticals-hialeah
CVS Health;690;2;Drugstores;1.5;13749 SW 152nd St Miami, FL 33177;25.6273954;-80.4163087;2;https://www.yelp.com/biz/cvs-health-miami
Pharmal Source Dme;691;;Drugstores;0;14045 W Dixie Hwy North Miami, FL 33161;25.9050079;-80.1732879;0;https://www.yelp.com/biz/pharmal-source-dme-north-miami
Walgreens;692;4;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;2.5;509 W Hallandale Beach Blvd Hallandale Beach, FL 33009;25.9849097;-80.153671;2;https://www.yelp.com/biz/walgreens-hallandale-beach-3
Walgreens;693;1;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;1.0;14901 Ne 6Th Ave North Miami, FL 33161;25.9127932;-80.1870522;0;https://www.yelp.com/biz/walgreens-north-miami-4
Eckerd Drugs;694;;Drugstores;0;7400 Collins Ave Miami Beach, FL 33141;25.8597475;-80.1213325;0;https://www.yelp.com/biz/eckerd-drugs-miami-beach-2
Eckerd Express Photo;695;;Drugstores;0;7400 Collins Ave Miami Beach, FL 33141;25.8597475;-80.1213325;0;https://www.yelp.com/biz/eckerd-express-photo-miami-beach-2
