business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
University of Phoenix;117;;Colleges & Universities;0;11410 NW 20th St Miami, FL 33172;25.7913784;-80.3813249;0;https://www.yelp.com/biz/university-of-phoenix-miami
Miami Dade College Kendall Campus;118;37;Colleges & Universities;3.0;11011 SW 104th St Miami, FL 33176;25.6723215;-80.3720472;0;https://www.yelp.com/biz/miami-dade-college-kendall-campus-miami-2
FIU College of Architecture + The Arts;119;1;Colleges & Universities;5.0;11200 SW 8th St Miami, FL 33199;25.7587880621429;-80.3754022519084;0;https://www.yelp.com/biz/fiu-college-of-architecture-the-arts-miami
University of Miami Divisin of Orl & Mxllfcl Srgry;120;;Colleges & Universities;0;1611 NW 12th Ave Miami, FL 33136;25.7918359;-80.2127959;0;https://www.yelp.com/biz/university-of-miami-divisin-of-orl-and-mxllfcl-srgry-miami
University of Miami;121;;Colleges & Universities;0;1507 Levante Ave Coral Gables, FL 33146;25.7109412;-80.2841855;0;https://www.yelp.com/biz/university-of-miami-coral-gables-29
Audiology Division of University of Miami;122;;Colleges & Universities;0;1666 NW 10th Ave Miami, FL 33101;25.7901038;-80.2111457;0;https://www.yelp.com/biz/audiology-division-of-university-of-miami-miami
University of Miami;123;;Colleges & Universities;0;5807 Ponce De Leon Blvd Coral Gables, FL 33146;25.7107074;-80.2828746;0;https://www.yelp.com/biz/university-of-miami-coral-gables-10
Barry University Homestead Campus;124;;Colleges & Universities;0;Homestead Air Force Base Miami, FL 33101;25.7783254;-80.1990136;0;https://www.yelp.com/biz/barry-university-homestead-campus-miami
University of Miami;125;;Colleges & Universities;0;123 Ferrar Bldg Miami, FL 33125;25.7749014;-80.1929357;0;https://www.yelp.com/biz/university-of-miami-miami-31
Youth Speaker Dennard Mitchell;126;;Colleges & Universities,Middle Schools & High Schools;0;Miami, FL 33135;25.7686714;-80.2349196;0;https://www.yelp.com/biz/youth-speaker-dennard-mitchell-miami
Florida School of Technology;127;;Colleges & Universities;0;904 SW 23rd Ave Miami, FL 33135;25.7643477;-80.2333079;0;https://www.yelp.com/biz/florida-school-of-technology-miami
University of Miami;128;;Colleges & Universities;0;5915 Ponce De Leon Blvd Coral Gables, FL 33146;25.7096939;-80.28419;0;https://www.yelp.com/biz/university-of-miami-coral-gables-23
The University Village Apartments;129;;Colleges & Universities;0;1529 Albenga Ave Miami, FL 33146;25.7142516746095;-80.2844829056297;0;https://www.yelp.com/biz/the-university-village-apartments-miami
St Brendan High School;130;;Colleges & Universities;0;2950 SW 87th Ave Miami, FL 33165;25.7427303;-80.3358043;0;https://www.yelp.com/biz/st-brendan-high-school-miami
